ori,aggravated_assault,arson,burglary,homicide,human_trafficing,larceny,motor_vehicle_theft,property_crime,rape,robbery,violent_crime
AR0730000,181,5,108,0,0,332,90,530,79,3,263
NY0360000,8,0,26,0,0,103,12,141,1,0,9
MN0410100,0,0,0,0,0,0,0,0,0,0,0
MI3382600,4,0,5,0,0,23,2,30,4,0,8
AL0430000,126,4,130,5,0,431,106,667,27,4,162
AL0240000,22,1,18,0,0,42,24,84,5,0,27
TX1140000,34,0,51,0,0,190,28,269,1,1,36
VA0730100,26,1,8,1,0,203,1,212,5,1,33
TX2430000,15,1,28,0,0,48,3,79,3,2,20
NB0280800,0,0,1,0,0,7,3,11,0,0,0
TX1230500,25,1,28,0,0,222,32,282,6,3,34
NB0370000,0,0,1,0,0,0,0,1,0,0,0
IL0991600,2,0,3,0,0,27,3,33,3,0,5
CO0210900,1,0,1,0,0,1,0,2,0,0,1
VA0250000,10,0,7,0,0,23,3,33,0,0,10
AL0590400,22,0,14,0,0,678,20,712,3,8,33
WI0430300,0,0,2,0,0,25,0,27,3,0,3
OH0131700,9,1,14,1,0,124,8,146,2,4,16
WI0420000,14,0,9,1,0,25,4,38,7,0,22
IL0169200,5,0,11,0,0,56,30,97,2,5,12
AR0520600,0,0,0,0,0,1,0,1,0,0,0
KS0871800,4,0,11,0,0,110,17,138,0,0,4
SD0360000,1,0,0,0,0,2,1,3,0,0,1
NJ0141000,0,0,14,0,0,148,8,170,0,1,1
NM0280200,7,0,3,0,0,9,3,15,0,0,7
OH0020700,0,0,0,0,0,8,0,8,0,0,0
ND0530200,102,1,80,1,0,414,55,549,17,7,127
IN0891100,0,0,0,0,0,1,0,1,0,0,0
TX2431500,0,0,0,0,0,5,0,5,0,0,0
WA0390000,137,9,390,2,0,669,280,1339,13,23,175
AR0660200,12,1,13,0,0,22,4,39,2,0,14
MO0280000,30,4,14,0,0,65,18,97,1,0,31
NC0631100,0,0,0,0,0,2,0,2,0,0,0
TN0360000,46,4,77,1,0,164,50,291,5,0,52
MN0580000,67,6,82,0,0,222,48,352,10,1,78
VA0630000,40,2,8,1,2,136,2,146,5,2,48
MA0062300,3,0,2,0,0,23,1,26,0,1,4
VA0850500,1,0,2,0,0,18,1,21,0,1,2
WA0170300,16,3,120,1,0,752,113,985,10,10,37
PA0670900,16,2,6,1,0,293,26,325,8,6,31
NY0513600,0,0,0,0,0,5,3,8,0,0,0
TN0430100,4,0,6,0,0,25,5,36,2,1,7
OH0185700,10,0,20,0,0,101,20,141,2,2,14
WI0240100,20,0,6,0,0,51,3,60,1,0,21
OK0400200,1,2,8,0,0,9,1,18,1,0,2
WA0200100,3,0,22,0,0,139,1,162,0,0,3
CA0229955,0,0,0,0,0,5,13,18,0,0,0
ND0050000,6,7,4,0,0,41,9,54,2,0,8
NJ0031800,3,0,5,0,0,86,12,103,3,2,8
IN0530000,10,3,39,1,1,315,45,399,10,3,24
NC0990000,27,2,64,1,0,190,32,286,12,1,41
MI8281700,301,15,163,4,1,750,166,1079,42,33,380
PA0460400,0,0,0,0,0,4,0,4,0,0,0
CA0249961,1,0,4,0,0,11,31,46,0,1,2
MN0700900,34,1,37,0,0,427,16,480,7,4,45
NJ0023300,2,0,9,0,0,78,15,102,0,4,6
CA037A600,1,0,4,0,0,5,0,9,0,0,1
TX0310700,4,0,1,0,0,7,1,9,1,0,5
MS0240800,7,0,43,3,0,440,21,504,1,6,17
SD0090100,7,0,5,0,0,66,3,74,0,0,7
CA0270100,6,1,18,0,0,53,2,73,0,2,8
MA0111100,32,1,16,0,0,95,23,134,4,3,39
IL0450800,3,0,2,0,0,17,3,22,1,0,4
CT0002300,1,0,6,0,0,40,1,47,0,1,2
CO0100000,1,1,6,0,0,37,5,48,0,0,1
MA0093500,10,1,15,0,0,41,6,62,0,0,10
KSKHP0400,1,0,0,0,0,1,1,2,0,0,1
SD0500100,6,0,10,0,0,22,2,34,0,0,6
WV0260500,19,2,0,0,0,52,0,52,2,0,21
PA0634900,4,0,1,0,0,3,0,4,0,0,4
MI6382900,2,0,0,0,0,4,1,5,0,0,2
MO0200100,9,2,21,0,0,83,4,108,4,1,14
TX0790000,679,0,815,10,4,4329,433,5577,120,129,938
AK0012200,16,0,4,1,0,63,6,73,8,0,25
PA0220500,7,0,5,0,0,16,0,21,0,0,7
MO0460300,8,1,3,0,0,31,2,36,0,0,8
KS0840000,5,0,17,0,0,30,1,48,0,0,5
TX0300300,3,0,15,0,0,16,2,33,1,1,5
SD005UN00,1,0,0,0,0,21,0,21,0,0,1
IL0493000,8,1,8,1,0,28,8,44,2,0,11
TX0681200,0,0,2,0,0,12,0,14,0,0,0
WI0170200,0,0,0,0,0,9,1,10,5,0,5
OK0140100,120,2,254,1,0,927,116,1297,19,12,152
KY0600000,0,0,1,0,0,16,9,26,0,0,0
PA0370800,7,0,12,0,0,62,0,74,0,0,7
NJ0132800,18,0,50,1,0,326,98,474,2,3,24
KYKSP2900,0,3,0,0,0,0,0,0,0,0,0
NH0101800,9,1,6,0,0,71,3,80,2,2,13
MA0081900,3,0,1,0,0,8,0,9,0,0,3
TX2000100,10,0,49,0,0,17,2,68,0,0,10
TX1990100,35,0,44,0,0,685,65,794,8,10,53
KS0070100,8,0,12,0,0,57,1,70,3,0,11
WV0550000,59,0,7,0,0,32,7,46,0,0,59
MN0370000,0,0,0,0,0,4,0,4,0,1,1
WA0270700,106,10,180,1,0,699,445,1324,14,49,170
MA0052900,22,1,13,0,0,50,11,74,4,0,26
WI0490000,37,1,47,0,0,70,18,135,13,0,50
CT0001800,7,0,10,0,0,129,12,151,0,3,10
CA0011000,12,4,39,0,0,322,49,410,5,5,22
AR0600200,2936,64,1926,79,6,7775,1077,10778,250,429,3694
UT0120000,1,0,3,0,0,11,3,17,3,0,4
PA0230900,28,1,3,0,0,56,12,71,0,3,31
TX0612300,14,0,9,0,0,148,22,179,4,1,19
IA0490100,15,1,24,0,0,87,5,116,4,1,20
AZ0030300,0,0,0,0,0,3,0,3,0,0,0
CO0580000,0,0,2,0,0,3,1,6,0,0,0
OH0184000,10,0,1,0,0,33,2,36,0,1,11
KS0750100,1,1,0,0,0,13,1,14,0,0,1
ND0510000,16,0,36,0,0,49,18,103,9,1,26
MS0230300,3,0,14,0,0,81,6,101,2,0,5
CA0190C00,2,0,1,0,0,25,3,29,0,1,3
OH0873400,0,0,0,0,0,4,0,4,0,0,0
PA0654500,10,0,8,2,0,223,3,234,3,2,17
PA0491300,0,0,2,0,0,1,0,3,0,0,0
MN0071000,0,0,0,0,0,6,1,7,0,0,0
MI2532100,4,0,5,0,0,26,0,31,2,2,8
GA1300000,0,0,0,0,0,0,0,0,0,0,0
MO0050100,6,11,21,0,0,202,18,241,1,0,7
KS0140000,6,0,0,0,0,6,1,7,7,0,13
WI0670000,15,1,20,0,0,105,11,136,7,0,22
SD0110300,0,0,1,1,0,0,0,1,0,0,1
ID0070300,14,0,14,0,0,22,6,42,7,0,21
PA0404500,0,0,1,0,0,37,2,40,1,0,1
MN0570000,5,0,5,0,0,37,5,47,0,0,5
WV0411500,1,0,0,0,0,1,0,1,0,0,1
IA0980000,3,0,8,0,0,10,2,20,2,0,5
MI6706700,4,0,3,0,0,11,3,17,10,0,14
AZ0140800,19,1,30,0,0,141,41,212,0,1,20
NB0550900,0,36,0,0,0,0,0,0,0,0,0
NM0330400,10,0,1,0,0,17,3,21,0,0,10
MDMSP3100,98,2,72,2,0,375,62,509,13,7,120
FL0481000,5,0,11,0,0,47,7,65,2,0,7
IL0160900,47,6,38,0,0,287,91,416,2,23,72
VT0030200,4,0,1,0,0,36,4,41,0,0,4
MN0150200,0,0,0,0,0,2,0,2,0,0,0
MN0140600,0,0,3,0,0,11,1,15,0,0,0
NJ0134400,1,0,1,0,0,1,1,3,0,0,1
MN0210100,24,1,12,0,0,224,8,244,6,1,31
AZ0090500,27,1,15,1,0,124,14,153,9,1,38
NY0140300,16,1,15,0,0,171,13,199,5,4,25
CA0440100,15,4,24,0,0,260,22,306,6,5,26
CO0500400,2,0,2,0,0,3,1,6,1,0,3
IN0021000,0,0,1,0,0,3,0,4,0,0,0
IL0600300,29,1,69,0,0,363,31,463,23,3,55
NY0522200,12,0,44,0,0,90,10,144,2,8,22
SD0380000,1,0,2,0,0,10,3,15,1,0,2
AR0430600,41,1,35,0,0,87,7,129,3,2,46
TX2200200,21,0,35,1,0,246,29,310,12,5,39
MI4648500,4,0,3,0,0,36,7,46,5,0,9
CA0389935,7,0,0,0,0,4,22,26,0,0,7
KY0070100,19,3,23,0,0,290,22,335,4,4,27
NJ0022500,1,1,1,0,0,74,1,76,0,2,3
OH0670200,4,0,1,0,0,6,3,10,0,0,4
IA0520000,41,8,50,0,1,101,19,170,23,4,68
FL0370900,0,0,2,0,0,9,0,11,0,0,0
PA0220400,30,1,20,0,0,259,22,301,7,15,52
CA0301100,66,3,63,1,0,254,41,358,11,10,88
MA305SP00,12,0,0,0,0,1,6,7,0,0,12
NJ0080300,7,0,8,0,0,91,7,106,0,0,7
MT0210100,64,1,22,0,0,318,27,367,22,6,92
CA007340X,80,11,71,2,0,323,111,505,9,10,101
PA0490600,9,2,17,0,0,86,0,103,4,2,15
NY0272400,3,0,7,0,0,57,7,71,1,2,6
PA015DE0X,0,0,0,0,0,1,0,1,0,0,0
WI0460300,4,0,1,0,0,78,3,82,0,0,4
NY0296300,0,0,0,0,0,0,6,6,0,0,0
OK0600300,6,0,8,0,0,20,1,29,0,0,6
PA0110100,0,1,3,0,0,14,0,17,0,0,0
AR0270100,15,2,19,0,0,55,3,77,2,0,17
MS0450400,13,0,11,0,0,149,1,161,0,0,13
KY0780000,0,1,11,0,0,22,10,43,3,0,3
FL0640500,7,0,19,0,0,99,10,128,0,4,11
IDLOT0000,0,0,0,0,0,34,0,34,0,0,0
LA0400100,639,9,473,18,0,2129,202,2804,56,78,791
OK0632300,3,1,1,0,0,11,2,14,0,0,3
AL0540200,2,0,2,0,0,3,1,6,0,0,2
MA0080700,3,0,6,0,0,16,3,25,1,0,4
MI8244500,4,1,3,0,0,23,0,26,0,0,4
NY0132000,3,0,1,0,0,32,3,36,0,1,4
SC0381200,6,0,13,0,0,29,3,45,4,1,11
KS0871400,1,0,2,0,0,2,0,4,0,0,1
MA0040700,7,0,3,1,0,6,1,10,0,0,8
MA0010300,8,0,8,0,0,39,3,50,0,0,8
CO0280000,11,1,34,0,0,50,12,96,2,0,13
TN0060000,152,1,108,1,0,387,73,568,10,4,167
NY0593200,0,1,0,0,0,1,0,1,0,0,0
RI0041300,6,1,2,0,0,12,1,15,1,0,7
AL0630300,16,1,27,0,0,198,2,227,4,6,26
IL0169G00,14,2,12,0,0,130,15,157,5,3,22
WI0681100,5,1,3,3,1,23,1,27,0,1,9
KY0640100,4,0,8,0,0,18,5,31,0,3,7
MO0500100,5,0,1,0,0,30,7,38,1,1,7
NH0053000,0,0,1,0,0,1,0,2,0,0,0
CA0100000,977,7,1182,14,0,1710,862,3754,21,154,1166
MO0920700,1,1,0,0,0,15,1,16,0,0,1
NC0921700,18,1,59,0,0,386,11,456,7,5,30
OR0190000,0,0,2,0,0,4,1,7,0,0,0
NC0570000,17,4,124,2,0,217,33,374,10,4,33
WI0310200,0,0,0,0,0,11,1,12,2,0,2
TX1880100,1118,53,1166,23,1,4899,932,6997,197,199,1537
PA035399E,0,0,0,0,0,25,0,25,4,0,4
GA0850100,5,0,4,0,1,24,3,31,0,1,6
NH0073000,6,2,5,1,0,120,14,139,10,4,21
MN0280200,0,0,0,0,0,4,0,4,0,0,0
NC0630400,27,3,71,1,0,221,34,326,5,7,40
GA0380200,31,0,2,3,0,24,1,27,1,0,35
MO0490500,0,0,0,0,0,1,0,1,0,0,0
NY333SD00,24,6,49,1,0,382,44,475,48,8,81
TX2350000,60,0,58,0,0,126,29,213,13,5,78
CA0030300,27,5,15,0,0,82,7,104,5,1,33
TX1160300,60,6,74,2,1,351,43,468,19,14,95
NJ0021100,28,6,35,0,0,215,33,283,6,6,40
MO0560000,1,0,6,0,0,5,0,11,0,0,1
WA0090200,13,0,47,0,0,223,24,294,3,4,20
NC0300200,1,0,1,0,0,3,0,4,0,0,1
CO0630200,0,0,1,0,0,2,2,5,1,0,1
WVWSP6600,0,0,0,0,0,4,0,4,0,0,0
KY0230000,0,0,6,0,0,5,5,16,0,1,1
MA0140300,29,1,23,0,0,233,13,269,2,4,35
TX0571200,288,6,304,8,2,2971,495,3770,42,67,405
MN0820600,11,0,14,0,0,138,20,172,7,1,19
PA0432100,0,0,0,0,0,5,0,5,0,0,0
MI4183400,243,6,122,11,0,868,336,1326,80,60,394
NJ0011400,0,0,5,0,0,46,3,54,2,0,2
MA0121100,15,0,12,0,0,51,1,64,8,0,23
MO0160900,1,0,2,0,0,33,0,35,0,0,1
NH0061600,10,2,6,0,1,106,6,118,6,1,17
TX1550200,11,1,16,0,0,33,8,57,3,0,14
PA0020B00,1,0,4,0,0,82,4,90,1,0,2
OR0030500,21,4,29,0,1,172,77,278,4,2,27
TX2141100,0,0,0,0,0,1,0,1,0,0,0
MD0230300,282,7,130,1,0,684,40,854,14,65,362
PA0260300,53,1,27,1,0,125,13,165,1,7,62
NJ0025000,12,0,11,0,0,159,8,178,0,2,14
PA0096300,2,0,2,0,0,28,8,38,1,0,3
MA0071700,11,0,12,0,0,58,4,74,1,0,12
SC0030100,29,0,18,2,0,47,4,69,2,0,33
CA0196700,55,8,97,0,0,397,205,699,1,27,83
OR0100700,5,2,10,0,0,79,16,105,0,1,6
VA0860300,6,0,1,0,0,13,4,18,1,1,8
OR0290400,7,3,17,0,0,160,9,186,3,2,12
VTVSP0600,21,2,18,0,0,55,4,77,0,0,21
SC0408E00,3,1,3,0,0,3,0,6,1,0,4
NC0440200,37,5,39,0,0,300,13,352,5,2,44
NJ0032200,2,0,1,0,0,6,1,8,0,0,2
MN0730400,225,11,241,2,1,2467,241,2949,48,37,312
NY0350000,2,0,3,0,0,2,0,5,0,0,2
TN0330600,25,0,30,1,0,153,16,199,1,0,27
IN0200100,469,5,300,8,1,1029,209,1538,41,57,575
PA0630400,18,0,10,2,0,54,0,64,0,0,20
AR0120000,168,7,74,0,0,179,28,281,16,2,186
CA0270700,12,0,13,0,0,100,3,116,0,1,13
AK0012100,1,0,3,0,0,4,1,8,0,0,1
FL0641000,31,2,23,0,0,340,28,391,4,4,39
CA001300X,36,2,58,0,0,377,35,470,3,13,52
OK0430000,9,0,21,0,0,43,9,73,2,0,11
MO0800300,73,2,131,0,0,429,57,617,28,7,108
ID0360000,6,0,10,0,0,14,4,28,4,1,11
CA0470200,18,0,6,0,0,16,2,24,0,0,18
OK0210900,0,2,3,0,0,5,1,9,0,0,0
TX1660100,13,0,12,0,0,15,5,32,0,1,14
IL0601200,7,0,5,1,0,29,3,37,3,0,11
IL0990100,0,0,6,0,0,13,1,20,1,1,2
LA0320300,28,0,61,1,0,161,14,236,8,3,40
CA0562100,0,0,0,0,0,3,0,3,0,0,0
NJ0201100,0,0,1,0,0,47,9,57,1,0,1
MI6377300,2,0,0,0,0,19,2,21,2,0,4
WVWSP0600,2,0,5,0,0,39,6,50,4,0,6
MO0390000,93,3,193,1,0,467,98,758,15,8,117
PA0020700,15,0,3,0,0,49,2,54,0,1,16
PA0390900,1,0,0,0,0,7,0,7,0,0,1
MS0410700,0,0,1,0,0,8,1,10,0,0,0
OK0070000,50,0,127,0,0,146,80,353,4,1,55
MN0680100,14,0,2,0,0,41,2,45,2,0,16
IL0602600,0,0,1,0,0,1,0,2,1,0,1
NY225UN00,0,1,3,0,0,31,1,35,1,0,1
NC0620300,0,1,3,0,0,8,1,12,0,1,1
KS0892700,0,0,0,0,0,0,0,0,0,0,0
TX0080700,1,0,4,0,0,6,0,10,0,0,1
NJ0011600,2,0,11,0,0,60,7,78,0,1,3
NY0222400,0,0,0,0,0,0,0,0,0,0,0
MN0560100,22,0,36,0,0,276,12,324,7,2,31
IA0560100,23,3,40,0,0,156,14,210,8,0,31
NY0352300,3,0,1,0,0,27,0,28,1,0,4
IL0710400,0,0,3,0,0,1,0,4,2,0,2
SC0410100,9,0,5,0,0,25,1,31,4,0,13
ME0160500,15,2,38,1,0,469,28,535,28,1,45
OK0720300,28,1,89,0,0,632,67,788,7,4,39
CT0000700,4,1,32,0,0,329,24,385,2,4,10
TX0700000,56,0,79,2,1,257,48,384,26,2,86
NJ0012400,1,0,1,0,0,42,0,43,4,0,5
AL0670100,2,0,7,0,0,13,5,25,0,1,3
CO0070600,28,5,75,0,1,361,60,496,7,1,36
VA0830100,2,1,2,0,0,83,6,91,1,0,3
VA0510100,1,0,0,0,0,46,1,47,0,0,1
OK0081600,0,0,3,0,0,3,1,7,0,0,0
NC026089E,0,0,5,0,0,19,0,24,1,0,1
OH0740200,11,1,30,0,0,275,4,309,23,3,37
TX1000000,29,2,65,3,0,136,37,238,19,2,53
CA0541100,0,0,2,0,0,11,1,14,0,0,0
PA0021900,76,5,88,5,0,350,58,496,8,13,102
CT0009900,0,0,7,0,0,99,13,119,0,2,2
CA0210900,195,24,183,1,0,1085,554,1822,49,78,323
IA0500000,12,0,13,0,0,20,12,45,5,1,18
MI4180200,35,2,38,0,0,570,101,709,7,7,49
PA0020P00,0,0,0,0,0,5,0,5,0,0,0
TX0060000,1,0,4,0,0,13,8,25,0,0,1
OH0730000,64,4,126,1,0,309,82,517,32,4,101
LA0290000,206,1,228,7,0,1107,120,1455,27,10,250
WA0180100,125,13,316,1,0,1191,352,1859,40,44,210
MI3278900,0,0,0,0,0,10,0,10,3,0,3
SC0010200,10,2,10,0,0,25,5,40,0,1,11
TX2207200,3,1,2,0,0,20,0,22,1,0,4
CA0360500,166,45,306,3,0,879,385,1570,9,61,239
MA0147100,0,0,0,0,0,4,0,4,0,0,0
CO0150100,9,3,51,0,0,256,44,351,2,0,11
WVWSP4100,5,0,5,0,0,11,3,19,3,0,8
MEDI00300,11,0,1,0,0,6,1,8,3,0,14
TN0150100,26,0,26,0,0,342,29,397,4,1,31
CA0370000,1574,52,1021,21,0,3390,1391,5802,68,239,1902
TN0280300,1,0,1,0,0,26,3,30,0,2,3
OH0070500,0,0,0,0,0,1,0,1,0,0,0
OH0181200,5,0,3,0,0,30,12,45,0,0,5
VA0960600,2,0,4,0,0,37,4,45,0,1,3
TN0950200,5,0,2,0,0,5,0,7,0,0,5
VA046SP00,2,0,0,0,0,0,0,0,0,0,2
NB0550100,728,85,879,11,8,6633,842,8354,239,145,1123
AR0660100,801,17,733,3,0,3293,424,4450,70,66,940
KY0190600,19,1,37,1,0,335,46,418,16,5,41
MA0072200,69,2,30,0,1,291,43,364,18,5,92
MS0340200,80,5,141,5,0,573,66,780,14,6,105
TX2270900,69,1,61,2,0,923,95,1079,23,22,116
TX1012500,37,1,125,0,0,754,124,1003,7,13,57
TX2440000,2,2,9,0,0,7,2,18,0,0,2
SD0330000,0,0,1,0,0,2,2,5,0,0,0
GA0850000,7,0,15,0,0,35,21,71,4,1,12
NJ0020100,1,0,8,0,0,29,3,40,0,0,1
MA008049E,0,0,0,0,0,38,0,38,0,0,0
NB0150100,1,0,1,0,0,3,1,5,0,0,1
KY0990200,0,0,0,0,0,5,1,6,0,0,0
NC0440500,4,0,107,3,0,54,7,168,1,0,8
NV0049900,1,0,0,0,0,1,1,2,0,0,1
IA0150100,26,2,8,0,0,101,10,119,5,0,31
OH0840200,4,1,9,0,0,221,3,233,6,0,10
MI4142900,0,0,5,0,0,13,0,18,0,0,0
WI0380100,37,1,13,1,0,185,13,211,6,0,44
OK0080500,1,0,1,0,0,8,2,11,0,0,1
IN0290000,23,4,14,0,0,91,16,121,6,0,29
ID0400000,29,0,12,1,0,59,8,79,6,1,37
LA0010000,108,0,133,2,0,301,50,484,7,6,123
TN0940200,13,0,7,1,0,37,6,50,3,1,18
CA0270500,54,1,37,2,0,86,67,190,4,5,65
IN0100100,19,0,11,0,0,71,4,86,1,1,21
NC0470100,11,0,14,3,0,75,1,90,0,3,17
MI2584500,205,4,78,3,0,199,63,340,9,7,224
VA130SP00,0,0,0,0,0,0,0,0,0,0,0
KSDI00200,5,1,2,0,0,19,2,23,0,0,5
PA0152100,12,0,3,0,0,12,0,15,0,0,12
MO0951400,8,0,31,0,0,138,66,235,2,2,12
UT0210100,14,1,15,0,0,227,12,254,1,0,15
TN0740400,0,0,0,0,0,4,0,4,0,0,0
IN0190200,31,0,9,0,0,74,5,88,6,0,37
IA0490400,3,0,0,0,0,15,0,15,0,0,3
GA1250100,4,0,3,0,0,20,1,24,0,0,4
IL0810800,177,7,164,11,0,586,189,939,3,13,204
WI0681400,0,0,5,0,0,160,1,166,0,4,4
AR0630200,16,4,54,2,0,657,33,744,3,5,26
WI0350100,13,1,18,1,0,234,10,262,0,2,16
IN0870000,149,4,31,3,1,350,36,417,15,2,169
AL0012500,0,0,1,0,0,0,0,1,0,0,0
LA0520200,55,2,56,2,7,700,57,813,12,8,77
MA0021800,3,0,3,0,0,0,0,3,0,0,3
NC0260100,1677,82,1298,35,2,5381,545,7224,90,242,2044
OK0530100,5,3,17,0,0,61,7,85,0,0,5
WA0130200,98,13,193,2,0,1103,103,1399,9,25,134
IL0600000,56,7,186,4,0,563,80,829,33,6,99
SD0460100,26,0,59,0,0,113,15,187,4,1,31
VA0920500,0,0,2,0,0,4,1,7,0,0,0
VA075SP00,13,0,0,0,0,4,3,7,1,0,14
INIEP0000,0,0,0,0,0,3,0,3,0,0,0
AZ0040100,108,0,52,0,0,283,24,359,1,5,114
NB0280000,36,0,113,3,0,456,77,646,37,3,79
AL0380700,0,0,0,0,0,1,8,9,0,0,0
PA0093300,1,0,0,0,0,1,1,2,0,0,1
VA0750700,0,0,0,0,0,0,0,0,0,0,0
MO0480700,3,0,1,0,0,17,9,27,0,0,3
PA0390400,2,0,2,0,0,66,3,71,0,0,2
PA0481400,0,0,1,0,0,0,0,1,0,0,0
WA0060600,7,0,13,0,0,45,2,60,0,0,7
MI4786500,3,1,7,0,0,65,9,81,1,0,4
GA0170100,43,0,29,1,0,113,9,151,1,2,47
MI2402400,5,1,3,0,0,12,3,18,4,0,9
TN0660000,34,0,48,0,0,92,19,159,4,0,38
MO0740000,8,0,14,0,0,33,6,53,7,0,15
PA0630500,62,0,47,2,0,182,26,255,6,9,79
PA0094900,0,0,0,0,0,2,1,3,0,0,0
TN0570100,520,7,249,9,0,1525,199,1973,28,55,612
IN0430100,35,0,42,0,0,238,37,317,9,5,49
MI4954500,3,1,1,0,0,70,0,71,1,0,4
GA0230200,9,0,6,0,0,83,5,94,1,1,11
ME0161100,2,0,3,0,0,17,0,20,3,0,5
MA0094500,12,0,6,0,0,36,12,54,3,1,16
TX0350100,4,0,7,0,0,8,4,19,2,1,7
CT0013800,21,2,41,0,0,798,134,973,10,28,59
MO1100000,16,3,17,0,0,102,22,141,7,0,23
PA0221700,0,0,0,0,0,6,0,6,0,0,0
PA0030500,0,0,1,0,0,5,0,6,0,0,0
MS0300600,49,2,76,3,0,293,47,416,6,4,62
MI1530600,9,0,5,0,0,29,0,34,1,0,10
CA033380X,97,1,438,1,0,1903,310,2651,12,65,175
NJ0131100,16,1,21,0,0,204,17,242,3,9,28
WV0430000,0,2,1,0,0,24,1,26,0,0,0
KS0440400,1,0,0,0,0,0,0,0,0,0,1
SC0211300,0,0,1,0,0,3,0,4,0,0,0
NY0170200,6,1,5,0,0,85,3,93,4,0,10
NJ0134800,1,0,8,0,0,33,12,53,0,0,1
PA063SP00,19,1,55,0,1,204,18,277,18,1,38
ND0190000,0,0,0,0,0,3,1,4,0,0,0
PA0361400,3,0,7,0,0,44,5,56,0,1,4
TX0310400,24,0,23,0,0,135,7,165,8,2,34
CA0070000,287,17,336,6,3,1406,38,1780,37,67,397
WADI01400,0,0,1,0,0,10,0,11,0,0,0
AR0390100,17,0,24,1,0,87,6,117,4,2,24
OR0090200,47,7,54,0,0,661,86,801,8,7,62
MO0480500,7,0,3,0,0,15,4,22,0,0,7
TN0710500,1,0,3,0,0,65,4,72,0,0,1
IL0190800,125,8,80,1,0,906,60,1046,65,31,222
VA0910000,27,2,31,4,0,89,6,126,4,5,40
IA0750000,8,0,2,0,0,15,2,19,3,0,11
MO0300100,5,0,5,0,0,38,2,45,1,0,6
NY0602000,1,0,3,0,0,5,1,9,1,0,2
MO1130000,140,2,37,1,0,54,24,115,11,0,152
NC0670200,4,0,18,0,0,10,0,28,0,0,4
IL0560900,7,0,17,0,0,64,3,84,9,0,16
OR0300400,7,0,8,0,0,56,13,77,1,0,8
IL1011000,0,0,0,0,0,7,0,7,0,0,0
MA0112300,57,3,31,1,0,245,52,328,11,7,76
AL0580500,9,0,9,0,0,41,8,58,1,1,11
FL0270000,360,17,264,8,0,1544,130,1938,42,39,449
WV0100200,2,0,2,0,0,141,0,143,0,0,2
NBNSP7200,0,0,0,0,0,0,0,0,0,0,0
PA0116500,0,0,0,0,0,1,0,1,0,0,0
TN0010400,0,0,0,0,0,6,2,8,0,0,0
CT0018500,1,0,0,0,0,37,0,37,0,1,2
PA0201800,0,0,8,0,0,19,1,28,2,0,2
TN0220600,1,0,0,0,0,0,0,0,0,1,2
IL0167200,20,2,50,1,0,435,32,517,11,6,38
AR0480200,7,3,15,0,0,56,2,73,0,0,7
CT0003400,74,6,106,4,0,931,101,1138,19,23,120
IL0370400,0,0,0,0,0,4,1,5,0,0,0
AR0721000,6,0,5,0,0,19,5,29,4,1,11
ME0080200,1,0,3,0,0,14,0,17,0,0,1
IL0571400,0,0,3,0,0,6,1,10,0,0,0
KY0370200,1,0,0,0,0,7,2,9,0,0,1
MI6326100,3,0,1,0,0,24,1,26,1,0,4
NB0470100,1,0,2,0,0,12,0,14,0,0,1
TN0720300,0,0,2,0,0,0,2,4,0,0,0
LA0170100,55,0,61,3,0,188,27,276,5,4,67
NB0590000,0,0,1,0,0,0,0,1,0,0,0
NJ0022000,2,0,20,0,0,72,23,115,0,0,2
AR0590100,4,0,9,3,0,7,6,22,1,1,9
MN0850000,4,1,13,0,0,52,7,72,5,0,9
OH0760200,4,1,9,0,0,17,0,26,0,0,4
KY0270000,0,0,1,0,0,7,2,10,0,0,0
CA0390800,0,4,3,0,0,24,1,28,1,0,1
ND0400100,0,0,1,0,0,3,2,6,0,0,0
GA0220300,0,0,1,0,0,2,0,3,0,0,0
TN0160600,0,0,0,0,0,1,0,1,0,0,0
PA0221300,6,0,9,0,0,29,11,49,2,3,11
TX0700700,6,0,10,0,0,6,9,25,0,0,6
RIRSP0900,2,0,0,0,0,9,3,12,2,1,5
WI0136800,2,1,5,0,0,10,0,15,0,0,2
MN0690200,6,0,2,0,0,4,0,6,1,0,7
MO0910100,2,0,4,0,0,40,1,45,0,0,2
AL0650200,1,0,2,0,0,4,1,7,0,0,1
CO0621700,0,0,1,0,0,18,8,27,1,0,1
IL0560500,6,0,5,0,0,69,8,82,3,1,10
VT0141000,1,0,5,0,0,17,3,25,0,0,1
NC0510300,24,7,30,2,0,312,29,371,3,5,34
VA1085S00,1,2,0,0,0,0,0,0,0,0,1
TX057529E,0,0,18,0,0,139,21,178,1,0,1
OK0491500,4,1,14,0,0,28,2,44,0,1,5
TX2360000,46,1,96,0,0,155,58,309,18,3,67
IN0060300,2,0,3,0,0,106,8,117,2,1,5
KS0580000,11,0,12,0,0,13,12,37,0,0,11
MA0130500,19,1,11,0,0,65,7,83,1,2,22
PA0091900,0,0,0,0,0,26,0,26,0,0,0
SC0300200,75,3,52,0,0,233,18,303,5,12,92
TX0791400,4,0,10,0,0,80,13,103,1,0,5
NY0070100,60,0,67,1,0,660,25,752,5,13,79
NH0090200,2,0,7,0,0,25,8,40,4,0,6
CT0005700,1,0,60,0,0,489,136,685,4,9,14
VA0160100,8,0,5,0,0,68,4,77,1,1,10
